placa,distance_per_engine_hour,idle_time_ratio,speed_efficiency,after_hours_efficiency,harsh_driving_penalty,operational_efficiency_score,total_distance,total_engine_hours
A-05503-A,27.933708698,0.0,1.0,1.0,1.0,0.7117348347920001,27.933708698,1
A-05503-A,140.32754221599998,0.0,1.0,1.0,1.0,0.8,140.32754221599998,1
A-05503-A,26.684639,0.0,1.0,1.0,1.0,0.706738556,26.684639,1
A-05503-A,31.72011,0.0,1.0,1.0,1.0,0.72688044,31.72011,1
A-05503-A,26.669905,0.0,1.0,1.0,1.0,0.70667962,26.669905,1
A-05503-A,26.687403,0.0,1.0,1.0,1.0,0.706749612,26.687403,1
A-05503-A,10.500264706,0.0,1.0,1.0,1.0,0.642001058824,10.500264706,1
A-05503-A,26.71933,0.0,1.0,1.0,1.0,0.70687732,26.71933,1
A-05503-A,26.674864,0.0,1.0,1.0,1.0,0.706699456,26.674864,1
A-05503-A,26.675528,0.0,1.0,1.0,1.0,0.706702112,26.675528,1
A-05503-A,49.504555,0.0,1.0,1.0,1.0,0.79801822,49.504555,1
A-05503-A,11.1525345,0.0,1.0,1.0,1.0,0.644610138,11.1525345,1
A-05503-A,10.515636498,0.0,1.0,1.0,1.0,0.642062545992,10.515636498,1
A-05503-A,11.098832,0.0,1.0,1.0,1.0,0.6443953280000001,11.098832,1
A-05503-A,31.690224,0.0,1.0,1.0,1.0,0.726760896,31.690224,1
A-05503-A,49.517827,0.0,1.0,1.0,1.0,0.798071308,49.517827,1
A-05503-A,87.305400544,0.0,1.0,1.0,1.0,0.8,87.305400544,1
A-05503-A,87.173238,0.0,1.0,1.0,1.0,0.8,87.173238,1
A-05503-A,48.91719214,0.0,1.0,1.0,1.0,0.79566876856,48.91719214,1
A-05503-A,11.166896,0.0,1.0,1.0,1.0,0.644667584,11.166896,1
A-05503-A,163.341114,0.0,1.0,1.0,1.0,0.8,163.341114,1
A-05503-A,87.215271,0.0,1.0,1.0,1.0,0.8,87.215271,1
A-05503-A,11.172466,0.0,1.0,1.0,1.0,0.6446898640000001,11.172466,1
A-05503-A,42.6195032,0.0,1.0,1.0,1.0,0.7704780128,42.6195032,1
A-05503-A,12.058446361,0.0,1.0,1.0,1.0,0.648233785444,12.058446361,1
